,player_name,player_height,Pos,3P%,3PA,Season
18774,Austin Croshere,208.28,PF,0.276,1.1,1998
18775,Austin Croshere,208.28,PF,0.362,2.1,1999
18776,Austin Croshere,208.28,PF,0.338,2.6,2000
18777,Austin Croshere,208.28,PF,0.338,1.9,2001
18778,Austin Croshere,208.28,PF,0.391,1.4,2002
18779,Austin Croshere,208.28,PF,0.389,1.9,2003
18780,Austin Croshere,208.28,PF,0.259,2.4,2004
18781,Austin Croshere,208.28,PF,0.386,2.8,2005
18782,Austin Croshere,208.28,PF,0.286,1.5,2006
18783,Austin Croshere,208.28,PF,0.361,1.4,2007
18784,Austin Croshere,208.28,PF,0.333,1.1,2008
18785,Austin Croshere,208.28,PF,0.455,1.0,2008
18786,Austin Croshere,208.28,PF,0.0,1.3,2008
18791,Art Long,205.74,PF,0.5,0.3,2002
18792,Bob Sura,195.58,SG,0.317,1.3,1997
18793,Bob Sura,195.58,PG,0.2,0.9,1998
18794,Bob Sura,195.58,SG,0.367,4.5,1999
18795,Bob Sura,195.58,SG,0.273,3.2,2000
18796,Bob Sura,195.58,PG,0.316,1.7,2001
18797,Bob Sura,195.58,SG,0.329,1.5,2002
18798,Bob Sura,195.58,SG,0.266,1.0,2003
18799,Bob Sura,195.58,SG,0.25,0.7,2003
18800,Bob Sura,195.58,SG,0.279,1.6,2003
18801,Bob Sura,195.58,PG,0.355,2.5,2004
18803,Antonio McDyess,205.74,C,0.111,0.2,1998
18834,Antonio Daniels,193.04,SG,0.212,0.7,1997
18835,Antonio Daniels,193.04,PG,0.294,0.4,1998
18836,Antonio Daniels,193.04,SG,0.333,1.0,1999
18837,Antonio Daniels,193.04,PG,0.404,2.3,2000
18838,Antonio Daniels,193.04,SG,0.291,2.4,2001
18839,Antonio Daniels,193.04,SG,0.305,0.9,2002
18840,Antonio Daniels,193.04,PG,0.362,1.6,2003
18841,Antonio Daniels,193.04,PG,0.297,2.2,2004
18842,Antonio Daniels,193.04,SG,0.228,1.3,2005
18843,Antonio Daniels,193.04,SG,0.302,0.8,2006
18844,Antonio Daniels,193.04,PG,0.23,1.0,2007
18845,Antonio Daniels,193.04,PG,0.367,0.8,2008
18846,Antonio Daniels,193.04,PG,0.455,0.8,2008
18847,Antonio Daniels,193.04,PG,0.347,0.8,2008
18848,Antonio Daniels,193.04,PG,0.0,0.5,2010
18849,Antoine Walker,205.74,PF,0.312,3.6,1997
18850,Antoine Walker,205.74,PF,0.369,4.2,1998
18851,Antoine Walker,205.74,PF,0.256,3.5,1999
18852,Antoine Walker,205.74,PF,0.367,7.4,2000
18853,Antoine Walker,205.74,PF,0.344,8.0,2001
18854,Antoine Walker,205.74,PF,0.323,7.5,2002
18855,Antoine Walker,205.74,PF,0.269,3.7,2003
18856,Antoine Walker,205.74,PF,0.323,4.4,2004
18857,Antoine Walker,205.74,PF,0.317,5.1,2004
18858,Antoine Walker,205.74,PF,0.342,3.0,2004
18859,Antoine Walker,205.74,PF,0.358,4.7,2005
18860,Antoine Walker,205.74,PF,0.275,3.9,2006
18861,Antoine Walker,205.74,PF,0.324,4.1,2007
18862,Anthony Peeler,193.04,SG,0.424,3.3,1997
18863,Anthony Peeler,193.04,SG,0.263,2.4,1997
18864,Anthony Peeler,193.04,SG,0.453,3.5,1997
18865,Anthony Peeler,193.04,SG,0.298,4.1,1998
18866,Anthony Peeler,193.04,SG,0.333,3.1,1999
18867,Anthony Peeler,193.04,SG,0.391,3.4,2000
18868,Anthony Peeler,193.04,SG,0.392,3.5,2001
18869,Anthony Peeler,193.04,SG,0.41,2.6,2002
18870,Anthony Peeler,193.04,SG,0.482,1.9,2003
18871,Anthony Peeler,193.04,SG,0.385,1.6,2004
18872,Antonis Fotsis,208.28,PF,0.304,0.8,2001
18873,Anthony Johnson,190.5,PG,0.328,1.7,1997
18874,Anthony Johnson,190.5,PG,0.263,0.4,1998
18875,Anthony Johnson,190.5,PG,0.182,0.2,1999
18876,Anthony Johnson,190.5,PG,0.167,0.2,1999
18877,Anthony Johnson,190.5,PG,0.2,0.3,1999
18881,Anthony Johnson,190.5,SG,0.333,0.4,2001
18882,Anthony Johnson,190.5,PG,0.371,0.5,2002
18883,Anthony Johnson,190.5,PG,0.336,1.7,2003
18884,Anthony Johnson,190.5,PG,0.38,1.7,2004
18885,Anthony Johnson,190.5,PG,0.329,2.1,2005
18886,Anthony Johnson,190.5,PG,0.342,1.1,2006
18887,Anthony Johnson,190.5,PG,0.379,0.7,2006
18888,Anthony Johnson,190.5,PG,0.318,1.6,2006
18889,Anthony Johnson,190.5,PG,0.452,1.3,2007
18890,Anthony Johnson,190.5,PG,0.429,1.5,2007
18891,Anthony Johnson,190.5,PG,0.5,1.1,2007
18892,Anthony Johnson,190.5,PG,0.391,1.7,2008
18893,Anthony Johnson,190.5,PG,0.333,1.3,2009
18899,Popeye Jones,203.2,PF,0.667,0.2,1997
18918,Michael Finley,200.66,SF,0.357,3.0,1997
18919,Michael Finley,200.66,SF,0.331,2.7,1998
18920,Michael Finley,200.66,SF,0.401,3.0,1999
18921,Michael Finley,200.66,SF,0.346,3.2,2000
18922,Michael Finley,200.66,SF,0.339,3.2,2001
18923,Michael Finley,200.66,SF,0.37,4.7,2002
18924,Michael Finley,200.66,SG,0.405,5.1,2003
18925,Michael Finley,200.66,SG,0.407,4.5,2004
18926,Michael Finley,200.66,SG,0.394,3.6,2005
18927,Michael Finley,200.66,SF,0.364,3.5,2006
18928,Michael Finley,200.66,SG,0.37,4.4,2007
18929,Michael Finley,200.66,SF,0.411,3.9,2008
18930,Michael Finley,200.66,SF,0.39,1.8,2009
18931,Michael Finley,200.66,SF,0.317,1.6,2009
18932,Michael Finley,200.66,SF,0.463,2.0,2009
18933,Michael Redd,198.12,SG,0.0,0.5,2000
18934,Michael Redd,198.12,SG,0.444,3.0,2001
18935,Michael Redd,198.12,SG,0.438,5.1,2002
18936,Michael Redd,198.12,SG,0.35,4.4,2003
18937,Michael Redd,198.12,SG,0.355,3.9,2004
18938,Michael Redd,198.12,SG,0.395,5.2,2005
18939,Michael Redd,198.12,SF,0.382,5.8,2006
18940,Michael Redd,198.12,SG,0.362,5.0,2007
18941,Michael Redd,198.12,SG,0.366,5.8,2008
18942,Michael Redd,198.12,SG,0.3,3.3,2009
18943,Michael Redd,198.12,SG,0.235,1.7,2010
18944,Michael Redd,198.12,SG,0.318,2.6,2011
18945,Michael Dickerson,195.58,SG,0.433,3.3,1998
18946,Michael Dickerson,195.58,SG,0.409,3.5,1999
18947,Michael Dickerson,195.58,SG,0.374,3.3,2000
18948,Michael Dickerson,195.58,SG,0.381,5.3,2001
18949,Michael Dickerson,195.58,SG,0.364,1.8,2002
18951,Predrag Drobnjak,210.82,C,0.353,1.0,2002
18952,Predrag Drobnjak,210.82,C,0.306,0.6,2003
18953,Predrag Drobnjak,210.82,C,0.352,1.0,2004
18966,Michael Curry,195.58,SF,0.067,0.3,1998
18969,Michael Curry,195.58,SG,0.269,0.3,2001
18970,Michael Curry,195.58,SF,0.296,0.7,2002
18971,Michael Curry,195.58,SF,0.2,0.2,2003
18973,Matt Harpring,200.66,SF,0.4,0.5,1998
18975,Matt Harpring,200.66,SG,0.25,0.9,2000
18976,Matt Harpring,200.66,SF,0.304,0.9,2001
18977,Matt Harpring,200.66,SF,0.413,2.1,2002
18978,Matt Harpring,200.66,SF,0.242,1.1,2003
18979,Matt Harpring,200.66,SF,0.209,0.6,2004
18980,Matt Harpring,200.66,SF,0.359,0.5,2005
18981,Matt Harpring,200.66,SF,0.333,0.5,2006
18984,Metta World Peace,200.66,SF,0.314,2.7,1999
18985,Metta World Peace,200.66,SF,0.291,1.9,2000
18986,Metta World Peace,200.66,SF,0.312,3.1,2001
18987,Metta World Peace,200.66,SF,0.396,3.4,2001
18988,Metta World Peace,200.66,SF,0.215,2.8,2001
18989,Metta World Peace,200.66,SF,0.336,3.1,2002
18990,Metta World Peace,200.66,SF,0.31,3.3,2003
18991,Metta World Peace,200.66,SF,0.412,2.4,2004
18992,Metta World Peace,200.66,SF,0.308,4.5,2005
18993,Metta World Peace,200.66,SF,0.333,3.4,2005
18994,Metta World Peace,200.66,SF,0.302,5.0,2005
18995,Metta World Peace,200.66,SF,0.358,3.7,2006
18996,Metta World Peace,200.66,SF,0.38,3.9,2007
18997,Metta World Peace,200.66,SF,0.399,5.6,2008
18998,Metta World Peace,200.66,SF,0.355,3.8,2009
18999,Metta World Peace,200.66,SF,0.356,2.8,2010
19000,Metta World Peace,200.66,SF,0.296,3.0,2011
19001,Metta World Peace,200.66,SF,0.342,5.5,2012
19002,Metta World Peace,200.66,SF,0.315,1.9,2013
19003,Metta World Peace,200.66,SF,0.31,2.4,2015
19004,Metta World Peace,200.66,SF,0.237,1.5,2016
19005,Mengke Bateer,210.82,C,0.333,0.4,2001
19018,Mehmet Okur,210.82,PF,0.339,1.6,2002
19019,Mehmet Okur,210.82,PF,0.375,0.7,2003
19020,Mehmet Okur,210.82,C,0.27,0.8,2004
19021,Mehmet Okur,210.82,PF,0.342,2.9,2005
19022,Mehmet Okur,210.82,C,0.384,4.2,2006
19023,Mehmet Okur,210.82,C,0.388,4.1,2007
19024,Mehmet Okur,210.82,C,0.446,2.8,2008
19025,Mehmet Okur,210.82,C,0.385,2.9,2009
19026,Mehmet Okur,210.82,C,0.313,1.2,2010
19027,Mehmet Okur,210.82,C,0.319,4.2,2011
19035,Maurice Taylor,205.74,PF,0.375,0.2,2004
19039,Matt Maloney,190.5,PG,0.364,4.4,1997
19040,Matt Maloney,190.5,PG,0.067,1.0,1998
19041,Matt Maloney,190.5,PG,0.356,3.4,1999
19042,Matt Maloney,190.5,PG,0.359,2.6,2000
19043,Matt Maloney,190.5,PG,0.333,1.1,2002
19044,Mateen Cleaves,187.96,PG,0.294,0.2,2000
19045,Mateen Cleaves,187.96,PG,0.25,0.3,2001
19047,Mateen Cleaves,187.96,PG,0.0,0.3,2003
19049,Mateen Cleaves,187.96,PG,0.25,0.6,2005
19075,Michael Bradley,208.28,PF,0.0,0.5,2004
19077,Mike Wilks,177.8,PG-SG,0.286,0.8,2002
19078,Mike Wilks,177.8,SG,0.353,1.1,2002
19079,Mike Wilks,177.8,PG,0.222,0.6,2002
19080,Mike Wilks,177.8,PG,0.6,0.4,2003
19081,Mike Wilks,177.8,PG,0.313,0.3,2004
19082,Mike Wilks,177.8,PG,0.158,0.4,2005
19083,Mike Wilks,177.8,PG,0.143,0.4,2005
19084,Mike Wilks,177.8,PG,0.2,0.5,2005
19085,Mike Wilks,177.8,PG,0.333,0.3,2006
19086,Mike Wilks,177.8,PG,0.375,0.5,2007
19087,Mike Wilks,177.8,PG,0.4,0.6,2007
19088,Mike Wilks,177.8,PG,0.5,0.5,2007
19089,Mike Wilks,177.8,PG,0.0,0.3,2007
19090,Mike Wilks,177.8,PG,0.667,0.8,2009
19091,Mark Jackson,190.5,PG,0.314,1.7,1997
19092,Mark Jackson,190.5,PG,0.311,2.1,1998
19093,Mark Jackson,190.5,PG,0.403,2.7,1999
19094,Mark Jackson,190.5,PG,0.338,2.5,2000
19095,Mark Jackson,190.5,PG,0.345,3.1,2000
19096,Mark Jackson,190.5,PG,0.31,1.4,2000
19097,Mark Jackson,190.5,PG,0.405,2.4,2001
19098,Mark Jackson,190.5,PG,0.284,1.2,2002
19099,Mark Jackson,190.5,PG,0.171,1.0,2003
19110,Mike Bibby,185.42,PG,0.203,1.5,1998
19111,Mike Bibby,185.42,PG,0.363,2.6,1999
19112,Mike Bibby,185.42,PG,0.379,3.5,2000
19113,Mike Bibby,185.42,PG,0.37,1.7,2001
19114,Mike Bibby,185.42,PG,0.409,2.5,2002
19115,Mike Bibby,185.42,PG,0.392,4.6,2003
19116,Mike Bibby,185.42,PG,0.36,4.6,2004
19117,Mike Bibby,185.42,PG,0.386,6.1,2005
19118,Mike Bibby,185.42,PG,0.36,5.9,2006
19119,Mike Bibby,185.42,PG,0.375,5.2,2007
19120,Mike Bibby,185.42,PG,0.393,4.1,2007
19121,Mike Bibby,185.42,PG,0.369,5.7,2007
19122,Mike Bibby,185.42,PG,0.39,5.4,2008
19123,Mike Bibby,185.42,PG,0.389,4.1,2009
19124,Mike Bibby,185.42,PG,0.44,4.4,2010
19125,Mike Bibby,185.42,PG,0.441,4.6,2010
19126,Mike Bibby,185.42,PG,0.0,2.0,2010
19127,Mike Bibby,185.42,PG,0.455,4.0,2010
19128,Mike Bibby,185.42,PG,0.318,2.2,2011
19129,Mike Dunleavy,205.74,SF,0.347,1.8,2002
19130,Mike Dunleavy,205.74,SF,0.37,3.4,2003
19131,Mike Dunleavy,205.74,SF,0.388,3.5,2004
19132,Mike Dunleavy,205.74,SF,0.285,3.2,2005
19133,Mike Dunleavy,205.74,SG-PF,0.313,2.7,2006
19134,Mike Dunleavy,205.74,PF,0.346,2.7,2006
19135,Mike Dunleavy,205.74,SG,0.283,2.8,2006
19136,Mike Dunleavy,205.74,SG,0.424,4.7,2007
19137,Mike Dunleavy,205.74,SG,0.356,5.0,2008
19138,Mike Dunleavy,205.74,SF,0.318,3.5,2009
19139,Mike Dunleavy,205.74,SG,0.402,4.2,2010
19140,Mike Dunleavy,205.74,SF,0.399,3.8,2011
19141,Mike Dunleavy,205.74,SF,0.428,4.0,2012
19142,Mike Dunleavy,205.74,SF,0.38,4.0,2013
19143,Mike Dunleavy,205.74,SF,0.407,4.2,2014
19144,Mike Dunleavy,205.74,SF,0.394,3.2,2015
19145,Mike Dunleavy,205.74,SF,0.396,2.5,2016
19146,Mike Dunleavy,205.74,SF,0.351,2.5,2016
19147,Mike Dunleavy,205.74,SF,0.429,2.6,2016
19148,Mike James,187.96,PG,0.381,1.4,2001
19149,Mike James,187.96,PG,0.294,2.9,2002
19150,Mike James,187.96,PG,0.377,3.5,2003
19151,Mike James,187.96,PG,0.381,4.1,2003
19152,Mike James,187.96,PG,0.364,2.1,2003
19153,Mike James,187.96,PG,0.386,3.5,2004
19154,Mike James,187.96,PG,0.382,3.2,2004
19155,Mike James,187.96,PG,0.393,4.0,2004
19156,Mike James,187.96,PG,0.442,4.8,2005
19157,Mike James,187.96,PG,0.372,2.6,2006
19158,Mike James,187.96,PG,0.32,1.8,2007
19159,Mike James,187.96,PG,0.324,2.2,2007
19160,Mike James,187.96,PG,0.304,1.1,2007
19161,Mike James,187.96,PG,0.375,3.0,2008
19162,Mike James,187.96,PG,0.75,0.5,2008
19163,Mike James,187.96,PG,0.367,3.4,2008
19164,Mike James,187.96,PG,0.333,1.5,2009
19165,Mike James,187.96,PG,0.6,0.9,2011
19166,Mike James,187.96,PG,0.384,2.8,2012
19167,Mike James,187.96,PG,0.2,0.5,2013
19168,Mike James,187.96,PG,0.265,2.7,2017
19169,Mike James,187.96,PG,0.268,3.0,2017
19170,Mike James,187.96,PG,0.0,0.3,2017
19171,Mike James,187.96,PG,0.355,2.4,2020
19172,Mike Miller,203.2,SF,0.407,4.4,2000
19173,Mike Miller,203.2,SF,0.383,4.8,2001
19174,Mike Miller,203.2,SF,0.363,4.6,2002
19175,Mike Miller,203.2,SF,0.34,5.2,2002
19176,Mike Miller,203.2,SF,0.5,2.8,2002
19177,Mike Miller,203.2,SF,0.372,3.3,2003
19178,Mike Miller,203.2,SF,0.433,4.3,2004
19179,Mike Miller,203.2,SG,0.407,4.6,2005
19180,Mike Miller,203.2,SG,0.406,7.1,2006
19181,Mike Miller,203.2,SG,0.432,5.1,2007
19182,Mike Miller,203.2,SF,0.378,3.1,2008
19183,Mike Miller,203.2,SG,0.48,3.2,2009
19184,Mike Miller,203.2,SG,0.364,2.9,2010
19185,Mike Miller,203.2,SG,0.453,3.0,2011
19186,Mike Miller,203.2,SF,0.417,3.0,2012
19187,Mike Miller,203.2,SF,0.459,2.8,2013
19188,Mike Miller,203.2,SF,0.327,1.9,2014
19189,Mike Miller,203.2,SF,0.365,1.1,2015
19190,Mike Miller,203.2,SF,0.4,1.0,2016
19211,Milt Palacio,190.5,PG,0.333,0.6,2000
19212,Milt Palacio,190.5,PG-SG,0.317,0.6,2001
19213,Milt Palacio,190.5,PG,0.353,0.8,2001
19214,Milt Palacio,190.5,SG,0.143,0.3,2001
19215,Milt Palacio,190.5,PG,0.216,0.5,2002
19216,Milt Palacio,190.5,PG,0.154,0.4,2003
19217,Milt Palacio,190.5,PG,0.167,0.2,2004
19218,Milt Palacio,190.5,PG,0.063,0.2,2005
19222,Monty Williams,203.2,SF,0.077,0.2,2000
19225,Moochie Norris,187.96,PG,0.4,1.3,1998
19226,Moochie Norris,187.96,PG,0.414,1.0,1999
19227,Moochie Norris,187.96,PG,0.281,1.1,2000
19228,Moochie Norris,187.96,PG,0.269,1.6,2001
19229,Moochie Norris,187.96,PG,0.244,0.5,2002
19230,Moochie Norris,187.96,PG,0.345,0.9,2003
19231,Moochie Norris,187.96,PG,0.348,0.8,2003
19232,Moochie Norris,187.96,PG,0.343,1.0,2003
19233,Moochie Norris,187.96,PG,0.0,0.3,2004
19234,Moochie Norris,187.96,PG,0.0,0.4,2004
19236,Moochie Norris,187.96,PG,0.286,0.3,2005
19237,Moochie Norris,187.96,PG,0.0,0.2,2005
19238,Moochie Norris,187.96,PG,0.444,0.6,2005
19242,Morris Peterson,200.66,SG,0.382,2.1,2000
19243,Morris Peterson,200.66,SF,0.364,3.7,2001
19244,Morris Peterson,200.66,SF,0.337,4.2,2002
19245,Morris Peterson,200.66,SF,0.371,4.1,2003
19246,Morris Peterson,200.66,SG,0.385,4.1,2004
19247,Morris Peterson,200.66,SG,0.395,5.5,2005
19248,Morris Peterson,200.66,SF,0.359,4.2,2006
19249,Morris Peterson,200.66,SG,0.394,3.8,2007
19250,Morris Peterson,200.66,SG,0.388,2.0,2008
19251,Morris Peterson,200.66,SG,0.363,3.7,2009
19252,Morris Peterson,200.66,SG,0.0,0.3,2010
19281,Nick Van Exel,185.42,PG,0.389,4.9,1997
19282,Nick Van Exel,185.42,PG,0.308,4.7,1998
19283,Nick Van Exel,185.42,PG,0.332,5.1,1999
19284,Nick Van Exel,185.42,PG,0.377,5.0,2000
19285,Nick Van Exel,185.42,PG-SG,0.34,4.9,2001
19286,Nick Van Exel,185.42,PG,0.337,5.6,2001
19287,Nick Van Exel,185.42,SG,0.347,3.6,2001
19288,Nick Van Exel,185.42,SG,0.378,4.3,2002
19289,Nick Van Exel,185.42,PG,0.307,3.8,2003
19290,Nick Van Exel,185.42,SG,0.389,4.8,2004
19291,Nick Van Exel,185.42,PG,0.357,2.4,2005
19292,Nikoloz Tskitishvili,213.36,SF,0.243,1.9,2002
19293,Nikoloz Tskitishvili,213.36,PF,0.273,0.3,2003
19294,Nikoloz Tskitishvili,213.36,PF,0.118,0.5,2004
19295,Nikoloz Tskitishvili,213.36,PF,0.0,0.3,2004
19296,Nikoloz Tskitishvili,213.36,PF,0.2,0.8,2004
19297,Nikoloz Tskitishvili,213.36,SF-PF,0.333,0.2,2005
19299,Nikoloz Tskitishvili,213.36,SF,0.333,0.3,2005
19328,Pat Burke,210.82,C,0.286,0.2,2005
19329,Pat Burke,210.82,C,0.273,1.0,2006
19330,Pat Garrity,205.74,PF,0.389,0.5,1998
19331,Pat Garrity,205.74,SF,0.401,2.4,1999
19332,Pat Garrity,205.74,SF,0.433,2.9,2000
19333,Pat Garrity,205.74,PF,0.427,5.0,2001
19334,Pat Garrity,205.74,PF,0.396,5.0,2002
19336,Pat Garrity,205.74,PF,0.333,2.1,2004
19337,Pat Garrity,205.74,PF,0.388,2.3,2005
19338,Pat Garrity,205.74,PF,0.344,1.0,2006
19339,Pat Garrity,205.74,PF,0.216,1.2,2007
19342,Pau Gasol,213.36,PF,0.267,0.2,2003
19344,Pau Gasol,213.36,PF,0.25,0.2,2005
19345,Pau Gasol,213.36,C,0.273,0.2,2006
19346,Pau Gasol,213.36,C,0.25,0.2,2007
19347,Pau Gasol,213.36,C,0.267,0.4,2007
19352,Pau Gasol,213.36,PF,0.259,0.4,2011
19353,Pau Gasol,213.36,PF,0.286,0.6,2012
19354,Pau Gasol,213.36,C,0.286,0.2,2013
19355,Pau Gasol,213.36,PF,0.462,0.3,2014
19356,Pau Gasol,213.36,C,0.348,1.0,2015
19357,Pau Gasol,213.36,C,0.538,1.6,2016
19358,Pau Gasol,213.36,C,0.358,1.6,2017
19359,Pau Gasol,213.36,C,0.462,0.4,2018
19360,Pau Gasol,213.36,C,0.5,0.4,2018
19361,Pau Gasol,213.36,C,0.333,1.0,2018
19372,Stephen Jackson,203.2,SF,0.335,2.0,2000
19373,Stephen Jackson,203.2,SF,0.25,1.6,2001
19374,Stephen Jackson,203.2,SG,0.32,3.7,2002
19375,Stephen Jackson,203.2,SF,0.34,5.3,2003
19376,Stephen Jackson,203.2,SF,0.36,5.6,2004
19377,Stephen Jackson,203.2,SG,0.345,4.2,2005
19378,Stephen Jackson,203.2,SF-SG,0.322,4.1,2006
19379,Stephen Jackson,203.2,SG,0.297,3.7,2006
19380,Stephen Jackson,203.2,SF,0.341,4.6,2006
19381,Stephen Jackson,203.2,SF,0.363,6.9,2007
19382,Stephen Jackson,203.2,SF,0.338,5.2,2008
19383,Stephen Jackson,203.2,SG-PF,0.328,4.9,2009
19384,Stephen Jackson,203.2,PF,0.275,4.4,2009
19385,Stephen Jackson,203.2,SG,0.334,4.9,2009
19386,Stephen Jackson,203.2,SG,0.337,5.4,2010
19387,Stephen Jackson,203.2,SF,0.288,3.6,2011
19388,Stephen Jackson,203.2,SF,0.278,4.2,2011
19389,Stephen Jackson,203.2,SF,0.306,3.0,2011
19390,Stephen Jackson,203.2,SF,0.271,3.1,2012
19391,Stephen Jackson,203.2,SF,0.071,1.6,2013
19392,Marcus Haislip,208.28,PF,0.25,0.3,2002
19395,Marcus Haislip,208.28,SF,0.6,0.5,2009
19419,Kerry Kittles,195.58,SG,0.418,3.4,1997
19420,Kerry Kittles,195.58,SG,0.316,3.4,1998
19421,Kerry Kittles,195.58,SG,0.4,3.9,1999
19422,Kerry Kittles,195.58,SG,0.405,3.0,2001
19423,Kerry Kittles,195.58,SG,0.356,3.4,2002
19424,Kerry Kittles,195.58,SG,0.351,3.4,2003
19425,Kerry Kittles,195.58,SG,0.333,1.9,2004
19434,Kenyon Martin,205.74,PF,0.091,0.2,2000
19435,Kenyon Martin,205.74,PF,0.224,0.9,2001
19436,Kenyon Martin,205.74,PF,0.209,0.6,2002
19437,Kenyon Martin,205.74,PF,0.28,0.4,2003
19438,Kenyon Martin,205.74,PF,0.0,0.2,2004
19439,Kenyon Martin,205.74,PF,0.227,0.4,2005
19440,Kenyon Martin,205.74,PF,0.0,0.5,2006
19441,Kenyon Martin,205.74,PF,0.182,0.2,2007
19442,Kenyon Martin,205.74,PF,0.368,0.6,2008
19443,Kenyon Martin,205.74,PF,0.276,0.5,2009
19444,Kenyon Martin,205.74,PF,0.222,0.2,2010
19445,Kenyon Martin,205.74,PF,0.231,0.3,2011
19449,Kenny Thomas,200.66,PF,0.262,1.7,1999
19450,Kenny Thomas,200.66,PF,0.272,1.2,2000
19451,Kenny Thomas,200.66,PF,0.0,0.2,2001
19464,Kenny Satterfield,187.96,PG,0.259,0.8,2001
19465,Kenny Satterfield,187.96,PG,0.179,0.7,2002
19466,Kenny Satterfield,187.96,PG,0.179,1.3,2002
19468,Kenny Anderson,185.42,PG,0.356,2.6,1997
19469,Kenny Anderson,185.42,PG,0.353,3.0,1997
19470,Kenny Anderson,185.42,PG,0.37,1.7,1997
19471,Kenny Anderson,185.42,PG,0.25,0.7,1998
19472,Kenny Anderson,185.42,PG,0.386,2.7,1999
19473,Kenny Anderson,185.42,PG,0.333,1.0,2000
19474,Kenny Anderson,185.42,PG,0.273,0.4,2001
19479,Kenny Anderson,185.42,PG,0.462,0.3,2004
19480,Kenny Anderson,185.42,PG,0.462,0.3,2004
19482,Kendall Gill,195.58,SF,0.257,1.2,1997
19483,Kendall Gill,195.58,SF,0.118,0.3,1998
19484,Kendall Gill,195.58,SF,0.256,1.0,1999
19485,Kendall Gill,195.58,SG,0.286,0.5,2000
19486,Kendall Gill,195.58,SG,0.136,0.7,2001
19487,Kendall Gill,195.58,SG,0.322,0.7,2002
19488,Kendall Gill,195.58,SG,0.237,0.7,2003
19489,Kendall Gill,195.58,SG,0.333,0.6,2004
19503,Keith Van Horn,208.28,PF,0.308,3.6,1997
19504,Keith Van Horn,208.28,PF,0.302,1.3,1998
19505,Keith Van Horn,208.28,PF,0.368,2.9,1999
19506,Keith Van Horn,208.28,SF,0.382,3.5,2000
19507,Keith Van Horn,208.28,SF,0.345,3.6,2001
19508,Keith Van Horn,208.28,PF,0.369,2.4,2002
19509,Keith Van Horn,208.28,SF,0.399,3.2,2003
19510,Keith Van Horn,208.28,SF,0.373,3.4,2003
19511,Keith Van Horn,208.28,SF,0.458,2.9,2003
19512,Keith Van Horn,208.28,SF-PF,0.38,2.3,2004
19513,Keith Van Horn,208.28,SF,0.385,2.4,2004
19514,Keith Van Horn,208.28,PF,0.375,2.2,2004
19515,Keith Van Horn,208.28,SF,0.368,2.6,2005
19516,Kedrick Brown,200.66,SF,0.185,0.9,2001
19517,Kedrick Brown,200.66,SF,0.077,0.8,2002
19518,Kedrick Brown,200.66,SF,0.384,1.8,2003
19519,Kedrick Brown,200.66,SF,0.375,1.5,2003
19520,Kedrick Brown,200.66,SF,0.388,2.0,2003
19521,Kedrick Brown,200.66,SF,0.0,0.4,2004
19522,Kareem Rush,198.12,PG,0.279,0.9,2002
19523,Kareem Rush,198.12,SG,0.348,1.9,2003
19524,Kareem Rush,198.12,SG,0.372,2.9,2004
19525,Kareem Rush,198.12,SG,0.2,0.7,2004
19526,Kareem Rush,198.12,SG,0.386,3.7,2004
19527,Kareem Rush,198.12,SG,0.348,3.5,2005
19528,Kareem Rush,198.12,SG,0.389,3.7,2007
19529,Kareem Rush,198.12,SG,0.303,1.3,2008
19530,Kareem Rush,198.12,SG,0.333,0.4,2009
19553,Junior Harrington,193.04,PG,0.25,0.3,2002
19554,Junior Harrington,193.04,SG,0.316,0.7,2004
19555,Junior Harrington,193.04,PG,0.269,0.9,2006
19557,Jumaine Jones,203.2,SF,0.333,0.9,2000
19558,Jumaine Jones,203.2,PF,0.31,2.1,2001
19559,Jumaine Jones,203.2,SF,0.354,3.9,2002
19560,Jumaine Jones,203.2,SG,0.295,1.0,2003
19561,Jumaine Jones,203.2,SF,0.391,3.4,2004
19562,Jumaine Jones,203.2,PF,0.343,4.4,2005
19563,Jumaine Jones,203.2,SF,0.313,1.8,2006
19564,Juaquin Hawkins,200.66,SG,0.417,0.4,2002
19565,Juan Dixon,190.5,PG,0.298,2.0,2002
19566,Juan Dixon,190.5,SG,0.298,2.8,2003
19567,Juan Dixon,190.5,SG,0.327,2.3,2004
19568,Juan Dixon,190.5,SG,0.382,2.2,2005
19569,Juan Dixon,190.5,SG,0.35,2.8,2006
19570,Juan Dixon,190.5,SG,0.364,2.6,2006
19571,Juan Dixon,190.5,SG,0.325,3.2,2006
19572,Juan Dixon,190.5,PG,0.417,1.4,2007
19573,Juan Dixon,190.5,PG,0.436,1.1,2007
19574,Juan Dixon,190.5,PG,0.394,1.9,2007
19575,Juan Dixon,190.5,PG,0.333,1.5,2008
19576,Joseph Forte,193.04,SG,0.0,0.4,2001
19577,Joseph Forte,193.04,SG,0.0,0.2,2002
19578,Jonathan Bender,213.36,SF,0.167,0.5,1999
19579,Jonathan Bender,213.36,SF,0.36,1.6,2001
19580,Jonathan Bender,213.36,SF,0.409,1.0,2003
19581,Jonathan Bender,213.36,SF,0.2,0.7,2004
19583,Jonathan Bender,213.36,SF,0.359,1.6,2009
19584,Jon Barry,195.58,SG,0.37,2.4,2003
19585,Jon Barry,195.58,SG,0.43,2.4,2004
